img_name,img_path,scientific_name,iNat ID,observed_on,observation_url,image_url,common_name,taxon_family_name,taxon_genus_name
,,Freesia laxa,12597654,2018-05-18,https://www.inaturalist.org/observations/12597654,https://inaturalist-open-data.s3.amazonaws.com/photos/18211284/medium.jpeg,scarlet kammetjie,Iridaceae,Freesia
00973_Eschscholzia californica.jpg,images_all/00973_Eschscholzia californica.jpg,Eschscholzia californica,12660974,2018-05-13,https://www.inaturalist.org/observations/12660974,https://static.inaturalist.org/photos/18320527/medium.jpg,california poppy,Papaveraceae,Eschscholzia
,,Leucanthemum vulgare,12696143,2018-05-21,https://www.inaturalist.org/observations/12696143,https://inaturalist-open-data.s3.amazonaws.com/photos/18381356/medium.jpeg,oxeye daisy,Asteraceae,Leucanthemum
,,Trifolium dubium,12714146,2018-05-22,https://www.inaturalist.org/observations/12714146,https://inaturalist-open-data.s3.amazonaws.com/photos/18411113/medium.jpeg,lesser hop trefoil,Fabaceae,Trifolium
,,Hordeum marinum,12714238,2018-05-22,https://www.inaturalist.org/observations/12714238,https://inaturalist-open-data.s3.amazonaws.com/photos/18411279/medium.jpeg,salt barley,Poaceae,Hordeum
,,Prosartes hookeri,12737837,2018-05-22,https://www.inaturalist.org/observations/12737837,https://static.inaturalist.org/photos/18450931/medium.jpg,hooker's fairybells,Liliaceae,Prosartes
,,Cynosurus echinatus,12749727,2018-05-23,https://www.inaturalist.org/observations/12749727,https://inaturalist-open-data.s3.amazonaws.com/photos/18471164/medium.jpeg,bristly dogtail grass,Poaceae,Cynosurus
00974_Viola ocellata.jpg,images_all/00974_Viola ocellata.jpg,Viola ocellata,12761822,2018-05-23,https://www.inaturalist.org/observations/12761822,https://inaturalist-open-data.s3.amazonaws.com/photos/18492316/medium.jpg,western heart's ease,Violaceae,Viola
00975_Trillium ovatum.jpg,images_all/00975_Trillium ovatum.jpg,Trillium ovatum,12761826,2018-05-23,https://www.inaturalist.org/observations/12761826,https://inaturalist-open-data.s3.amazonaws.com/photos/18492339/medium.jpg,pacific trillium,Melanthiaceae,Trillium
00976_Myosotis latifolia.jpg,images_all/00976_Myosotis latifolia.jpg,Myosotis latifolia,12761827,2018-05-23,https://www.inaturalist.org/observations/12761827,https://inaturalist-open-data.s3.amazonaws.com/photos/18492342/medium.jpg,broadleaf forget-me-not,Boraginaceae,Myosotis
,,Trifolium glomeratum,12770851,2018-05-24,https://www.inaturalist.org/observations/12770851,https://inaturalist-open-data.s3.amazonaws.com/photos/18508143/medium.jpeg,clustered clover,Fabaceae,Trifolium
,,Corylus cornuta californica,12776315,2018-05-24,https://www.inaturalist.org/observations/12776315,https://static.inaturalist.org/photos/18628196/medium.jpg,california hazelnut,Betulaceae,Corylus
00977_Sisyrinchium bellum.jpg,images_all/00977_Sisyrinchium bellum.jpg,Sisyrinchium bellum,12780659,2018-05-23,https://www.inaturalist.org/observations/12780659,https://inaturalist-open-data.s3.amazonaws.com/photos/18525139/medium.jpg,western blue-eyed grass,Iridaceae,Sisyrinchium
,,Linum bienne,12780700,2018-05-23,https://www.inaturalist.org/observations/12780700,https://inaturalist-open-data.s3.amazonaws.com/photos/18525203/medium.jpg,pale flax,Linaceae,Linum
,,Modiola caroliniana,12788840,2018-05-24,https://www.inaturalist.org/observations/12788840,https://inaturalist-open-data.s3.amazonaws.com/photos/18540071/medium.jpeg,carolina bristlemallow,Malvaceae,Modiola
,,Hosackia gracilis,12803611,2018-05-25,https://www.inaturalist.org/observations/12803611,https://inaturalist-open-data.s3.amazonaws.com/photos/18565501/medium.jpg,witch's-teeth,Fabaceae,Hosackia
00978_Briza maxima.jpg,images_all/00978_Briza maxima.jpg,Briza maxima,12839595,2018-05-24,https://www.inaturalist.org/observations/12839595,https://static.inaturalist.org/photos/18628391/medium.jpg,greater quaking grass,Poaceae,Briza
,,Linum bienne,12839769,2018-05-24,https://www.inaturalist.org/observations/12839769,https://static.inaturalist.org/photos/18661433/medium.jpg,pale flax,Linaceae,Linum
,,Centranthus ruber,12907802,2018-05-28,https://www.inaturalist.org/observations/12907802,https://inaturalist-open-data.s3.amazonaws.com/photos/18747500/medium.jpg,red valerian,Caprifoliaceae,Centranthus
,,Rhinotropis californica,12908300,2018-05-28,https://www.inaturalist.org/observations/12908300,https://inaturalist-open-data.s3.amazonaws.com/photos/18748307/medium.jpeg,california milkwort,Polygalaceae,Rhinotropis
,,Spergularia rubra,12932860,2018-05-29,https://www.inaturalist.org/observations/12932860,https://inaturalist-open-data.s3.amazonaws.com/photos/18791958/medium.jpeg,red sand spurrey,Caryophyllaceae,Spergularia
,,Calochortus luteus,12935862,2018-05-29,https://www.inaturalist.org/observations/12935862,https://inaturalist-open-data.s3.amazonaws.com/photos/18797347/medium.jpeg,yellow mariposa lily,Liliaceae,Calochortus
,,Acer macrophyllum,12939308,2018-05-29,https://www.inaturalist.org/observations/12939308,https://static.inaturalist.org/photos/18803591/medium.jpg,bigleaf maple,Sapindaceae,Acer
00979_Pteridium aquilinum.jpg,images_all/00979_Pteridium aquilinum.jpg,Pteridium aquilinum,12939363,2018-05-29,https://www.inaturalist.org/observations/12939363,https://static.inaturalist.org/photos/18803656/medium.jpg,common bracken,Dennstaedtiaceae,Pteridium
,,Verbena lasiostachys,12941105,2018-05-29,https://www.inaturalist.org/observations/12941105,https://inaturalist-open-data.s3.amazonaws.com/photos/18806675/medium.jpeg,western vervain,Verbenaceae,Verbena
,,Corallorhiza striata,12941566,2018-05-29,https://www.inaturalist.org/observations/12941566,https://inaturalist-open-data.s3.amazonaws.com/photos/18808005/medium.jpg,striped coralroot,Orchidaceae,Corallorhiza
00980_Baccharis pilularis.jpg,images_all/00980_Baccharis pilularis.jpg,Baccharis pilularis,12941888,2018-05-15,https://www.inaturalist.org/observations/12941888,https://static.inaturalist.org/photos/18807953/medium.jpg,coyote brush,Asteraceae,Baccharis
,,Trifolium repens,12941898,2018-05-29,https://www.inaturalist.org/observations/12941898,https://static.inaturalist.org/photos/18807972/medium.jpg,white clover,Fabaceae,Trifolium
,,Rhinotropis californica,12942071,2018-05-29,https://www.inaturalist.org/observations/12942071,https://inaturalist-open-data.s3.amazonaws.com/photos/18808341/medium.jpg,california milkwort,Polygalaceae,Rhinotropis
,,Calochortus luteus,12942107,2018-05-29,https://www.inaturalist.org/observations/12942107,https://inaturalist-open-data.s3.amazonaws.com/photos/18808384/medium.jpg,yellow mariposa lily,Liliaceae,Calochortus
,,Calochortus tolmiei,12942115,2018-05-29,https://www.inaturalist.org/observations/12942115,https://inaturalist-open-data.s3.amazonaws.com/photos/18808436/medium.jpg,tolmie's pussy ears,Liliaceae,Calochortus
00981_Lysimachia latifolia.jpg,images_all/00981_Lysimachia latifolia.jpg,Lysimachia latifolia,12942132,2018-05-29,https://www.inaturalist.org/observations/12942132,https://inaturalist-open-data.s3.amazonaws.com/photos/18808446/medium.jpg,western starflower,Primulaceae,Lysimachia
,,Rhinotropis californica,12966674,2018-05-30,https://www.inaturalist.org/observations/12966674,https://inaturalist-open-data.s3.amazonaws.com/photos/18851280/medium.jpg,california milkwort,Polygalaceae,Rhinotropis
,,Calochortus luteus,12975617,2018-05-29,https://www.inaturalist.org/observations/12975617,https://static.inaturalist.org/photos/18867156/medium.jpg,yellow mariposa lily,Liliaceae,Calochortus
,,Tragopogon porrifolius,12983517,2018-05-23,https://www.inaturalist.org/observations/12983517,https://static.inaturalist.org/photos/18881467/medium.jpg,purple salsify,Asteraceae,Tragopogon
00982_Bellis perennis.jpg,images_all/00982_Bellis perennis.jpg,Bellis perennis,12994952,2018-05-31,https://www.inaturalist.org/observations/12994952,https://static.inaturalist.org/photos/18901755/medium.jpg,lawn daisy,Asteraceae,Bellis
00983_Toxicodendron diversilobum.jpg,images_all/00983_Toxicodendron diversilobum.jpg,Toxicodendron diversilobum,12995515,2018-05-31,https://www.inaturalist.org/observations/12995515,https://inaturalist-open-data.s3.amazonaws.com/photos/18902325/medium.jpeg,pacific poison oak,Anacardiaceae,Toxicodendron
00984_Conium maculatum.jpg,images_all/00984_Conium maculatum.jpg,Conium maculatum,12995518,2018-05-31,https://www.inaturalist.org/observations/12995518,https://inaturalist-open-data.s3.amazonaws.com/photos/18902341/medium.jpeg,poison hemlock,Apiaceae,Conium
,,Linum bienne,12995519,2018-05-31,https://www.inaturalist.org/observations/12995519,https://inaturalist-open-data.s3.amazonaws.com/photos/18902351/medium.jpeg,pale flax,Linaceae,Linum
00985_Lysimachia arvensis.jpg,images_all/00985_Lysimachia arvensis.jpg,Lysimachia arvensis,12995520,2018-05-31,https://www.inaturalist.org/observations/12995520,https://inaturalist-open-data.s3.amazonaws.com/photos/18902354/medium.jpeg,scarlet pimpernel,Primulaceae,Lysimachia
00986_Erodium botrys.jpg,images_all/00986_Erodium botrys.jpg,Erodium botrys,12995522,2018-05-31,https://www.inaturalist.org/observations/12995522,https://inaturalist-open-data.s3.amazonaws.com/photos/18902364/medium.jpeg,mediterranean stork's-bill,Geraniaceae,Erodium
,,Convolvulus arvensis,12995524,2018-05-31,https://www.inaturalist.org/observations/12995524,https://inaturalist-open-data.s3.amazonaws.com/photos/18902383/medium.jpeg,field bindweed,Convolvulaceae,Convolvulus
00987_Lysimachia arvensis.jpg,images_all/00987_Lysimachia arvensis.jpg,Lysimachia arvensis,12995540,2018-05-31,https://www.inaturalist.org/observations/12995540,https://inaturalist-open-data.s3.amazonaws.com/photos/18902571/medium.jpeg,scarlet pimpernel,Primulaceae,Lysimachia
00988_Sequoia sempervirens.jpg,images_all/00988_Sequoia sempervirens.jpg,Sequoia sempervirens,12995543,2018-05-31,https://www.inaturalist.org/observations/12995543,https://inaturalist-open-data.s3.amazonaws.com/photos/18902593/medium.jpeg,coast redwood,Cupressaceae,Sequoia
,,Cladophora columbiana,12996347,2018-05-31,https://www.inaturalist.org/observations/12996347,https://inaturalist-open-data.s3.amazonaws.com/photos/18903589/medium.jpeg,green pin-cushion alga,Cladophoraceae,Cladophora
,,Isolepis cernua,12996488,2018-05-31,https://www.inaturalist.org/observations/12996488,https://inaturalist-open-data.s3.amazonaws.com/photos/18904121/medium.jpeg,slender clubrush,Cyperaceae,Isolepis
,,Salvia mellifera,13000889,2018-05-31,https://www.inaturalist.org/observations/13000889,https://inaturalist-open-data.s3.amazonaws.com/photos/18911370/medium.jpeg,black sage,Lamiaceae,Salvia
00989_Eschscholzia californica.jpg,images_all/00989_Eschscholzia californica.jpg,Eschscholzia californica,13000897,2018-05-31,https://www.inaturalist.org/observations/13000897,https://inaturalist-open-data.s3.amazonaws.com/photos/18911605/medium.jpeg,california poppy,Papaveraceae,Eschscholzia
00990_Lysimachia arvensis.jpg,images_all/00990_Lysimachia arvensis.jpg,Lysimachia arvensis,13000899,2018-05-31,https://www.inaturalist.org/observations/13000899,https://inaturalist-open-data.s3.amazonaws.com/photos/18911626/medium.jpeg,scarlet pimpernel,Primulaceae,Lysimachia
00991_Eschscholzia californica.jpg,images_all/00991_Eschscholzia californica.jpg,Eschscholzia californica,13000902,2018-05-31,https://www.inaturalist.org/observations/13000902,https://inaturalist-open-data.s3.amazonaws.com/photos/18911649/medium.jpeg,california poppy,Papaveraceae,Eschscholzia
00992_Diplacus aurantiacus.jpg,images_all/00992_Diplacus aurantiacus.jpg,Diplacus aurantiacus,13001131,2018-05-31,https://www.inaturalist.org/observations/13001131,https://inaturalist-open-data.s3.amazonaws.com/photos/18911953/medium.jpeg,orange bush monkeyflower,Phrymaceae,Diplacus
00993_Iris douglasiana.jpg,images_all/00993_Iris douglasiana.jpg,Iris douglasiana,13001133,2018-05-31,https://www.inaturalist.org/observations/13001133,https://inaturalist-open-data.s3.amazonaws.com/photos/18911991/medium.jpeg,douglas iris,Iridaceae,Iris
00994_Lysimachia arvensis.jpg,images_all/00994_Lysimachia arvensis.jpg,Lysimachia arvensis,13001141,2018-05-31,https://www.inaturalist.org/observations/13001141,https://inaturalist-open-data.s3.amazonaws.com/photos/18912139/medium.jpeg,scarlet pimpernel,Primulaceae,Lysimachia
,,Horkelia cuneata,13001144,2018-05-31,https://www.inaturalist.org/observations/13001144,https://inaturalist-open-data.s3.amazonaws.com/photos/18912155/medium.jpeg,wedge leaf horkelia,Rosaceae,Horkelia
,,Achillea millefolium,13001225,2018-05-31,https://www.inaturalist.org/observations/13001225,https://inaturalist-open-data.s3.amazonaws.com/photos/18912476/medium.jpeg,common yarrow,Asteraceae,Achillea
00995_Corylus cornuta.jpg,images_all/00995_Corylus cornuta.jpg,Corylus cornuta,13021328,2018-06-01,https://www.inaturalist.org/observations/13021328,https://static.inaturalist.org/photos/18946883/medium.jpg,beaked hazelnut,Betulaceae,Corylus
,,Aesculus californica,13027547,2018-06-01,https://www.inaturalist.org/observations/13027547,https://inaturalist-open-data.s3.amazonaws.com/photos/18958220/medium.jpeg,california buckeye,Sapindaceae,Aesculus
,,Ceanothus thyrsiflorus,13027871,2018-06-01,https://www.inaturalist.org/observations/13027871,https://inaturalist-open-data.s3.amazonaws.com/photos/18958297/medium.jpeg,blueblossom,Rhamnaceae,Ceanothus
,,Oxalis incarnata,13080199,2018-06-01,https://www.inaturalist.org/observations/13080199,https://inaturalist-open-data.s3.amazonaws.com/photos/19053153/medium.jpg,pale pink-sorrel,Oxalidaceae,Oxalis
,,Calycanthus occidentalis,13151820,2018-06-05,https://www.inaturalist.org/observations/13151820,https://static.inaturalist.org/photos/19185930/medium.jpg,california sweetshrub,Calycanthaceae,Calycanthus
,,Aesculus californica,13151908,2018-06-05,https://www.inaturalist.org/observations/13151908,https://static.inaturalist.org/photos/19186006/medium.jpg,california buckeye,Sapindaceae,Aesculus
,,Salvia spathacea,13151959,2018-06-05,https://www.inaturalist.org/observations/13151959,https://static.inaturalist.org/photos/19186069/medium.jpg,hummingbird sage,Lamiaceae,Salvia
,,Vinca major,13152311,2018-06-05,https://www.inaturalist.org/observations/13152311,https://static.inaturalist.org/photos/19186984/medium.jpg,greater periwinkle,Apocynaceae,Vinca
,,Convolvulus arvensis,13152914,2018-06-05,https://www.inaturalist.org/observations/13152914,https://static.inaturalist.org/photos/19188441/medium.jpg,field bindweed,Convolvulaceae,Convolvulus
,,Symphoricarpos albus,13165852,2018-06-05,https://www.inaturalist.org/observations/13165852,https://inaturalist-open-data.s3.amazonaws.com/photos/19220834/medium.jpeg,common snowberry,Caprifoliaceae,Symphoricarpos
,,Oxalis incarnata,13176070,2018-05-30,https://www.inaturalist.org/observations/13176070,https://inaturalist-open-data.s3.amazonaws.com/photos/19250831/medium.jpeg,pale pink-sorrel,Oxalidaceae,Oxalis
,,Helminthotheca echioides,13178163,2018-06-06,https://www.inaturalist.org/observations/13178163,https://inaturalist-open-data.s3.amazonaws.com/photos/19255485/medium.jpeg,bristly oxtongue,Asteraceae,Helminthotheca
,,Spartium junceum,13178175,2018-06-06,https://www.inaturalist.org/observations/13178175,https://inaturalist-open-data.s3.amazonaws.com/photos/19255548/medium.jpeg,spanish broom,Fabaceae,Spartium
,,Brodiaea terrestris,13179547,2018-06-05,https://www.inaturalist.org/observations/13179547,https://inaturalist-open-data.s3.amazonaws.com/photos/19258626/medium.jpg,dwarf brodiaea,Asparagaceae,Brodiaea
00996_Calochortus albus.jpg,images_all/00996_Calochortus albus.jpg,Calochortus albus,13180725,2018-06-06,https://www.inaturalist.org/observations/13180725,https://inaturalist-open-data.s3.amazonaws.com/photos/19261291/medium.jpeg,white globe lily,Liliaceae,Calochortus
,,Polycarpon tetraphyllum,13182783,2018-06-06,https://www.inaturalist.org/observations/13182783,https://inaturalist-open-data.s3.amazonaws.com/photos/19265995/medium.jpeg,fourleaf manyseed,Caryophyllaceae,Polycarpon
,,Verbena lasiostachys,13183333,2018-06-06,https://www.inaturalist.org/observations/13183333,https://inaturalist-open-data.s3.amazonaws.com/photos/19267177/medium.jpeg,western vervain,Verbenaceae,Verbena
,,Cynosurus echinatus,13212485,2018-06-07,https://www.inaturalist.org/observations/13212485,https://inaturalist-open-data.s3.amazonaws.com/photos/19319768/medium.jpeg,bristly dogtail grass,Poaceae,Cynosurus
,,Ageratina adenophora,13212890,2018-06-07,https://www.inaturalist.org/observations/13212890,https://inaturalist-open-data.s3.amazonaws.com/photos/19320592/medium.jpeg,crofton weed,Asteraceae,Ageratina
,,Datura stramonium,13214513,2018-06-07,https://www.inaturalist.org/observations/13214513,https://inaturalist-open-data.s3.amazonaws.com/photos/19322966/medium.jpeg,jimsonweed,Solanaceae,Datura
00997_Calochortus albus.jpg,images_all/00997_Calochortus albus.jpg,Calochortus albus,13217888,2018-06-07,https://www.inaturalist.org/observations/13217888,https://inaturalist-open-data.s3.amazonaws.com/photos/19329330/medium.jpg,white globe lily,Liliaceae,Calochortus
,,Hieracium albiflorum,13219973,2018-06-07,https://www.inaturalist.org/observations/13219973,https://inaturalist-open-data.s3.amazonaws.com/photos/19333191/medium.jpeg,white hawkweed,Asteraceae,Hieracium
,,Aesculus californica,13231139,2018-06-05,https://www.inaturalist.org/observations/13231139,https://static.inaturalist.org/photos/19353874/medium.jpg,california buckeye,Sapindaceae,Aesculus
,,Corylus cornuta californica,13231157,2018-06-07,https://www.inaturalist.org/observations/13231157,https://static.inaturalist.org/photos/19353927/medium.jpg,california hazelnut,Betulaceae,Corylus
,,Hypochaeris radicata,13241446,2018-06-08,https://www.inaturalist.org/observations/13241446,https://static.inaturalist.org/photos/19372023/medium.jpg,common cat's-ear,Asteraceae,Hypochaeris
00998_Calochortus albus.jpg,images_all/00998_Calochortus albus.jpg,Calochortus albus,13245355,2018-06-08,https://www.inaturalist.org/observations/13245355,https://static.inaturalist.org/photos/19379202/medium.jpeg,white globe lily,Liliaceae,Calochortus
,,Digitalis purpurea,13247188,2018-06-08,https://www.inaturalist.org/observations/13247188,https://inaturalist-open-data.s3.amazonaws.com/photos/19382489/medium.jpeg,purple foxglove,Plantaginaceae,Digitalis
00999_Calochortus albus.jpg,images_all/00999_Calochortus albus.jpg,Calochortus albus,13279432,2018-06-06,https://www.inaturalist.org/observations/13279432,https://inaturalist-open-data.s3.amazonaws.com/photos/19440098/medium.jpeg,white globe lily,Liliaceae,Calochortus
,,Trifolium repens,13367374,2018-06-12,https://www.inaturalist.org/observations/13367374,https://inaturalist-open-data.s3.amazonaws.com/photos/19596749/medium.jpeg,white clover,Fabaceae,Trifolium
,,Calochortus tolmiei,13374651,2018-06-11,https://www.inaturalist.org/observations/13374651,https://inaturalist-open-data.s3.amazonaws.com/photos/19609849/medium.jpg,tolmie's pussy ears,Liliaceae,Calochortus
01000_Adenocaulon bicolor.jpg,images_all/01000_Adenocaulon bicolor.jpg,Adenocaulon bicolor,13375556,2018-06-11,https://www.inaturalist.org/observations/13375556,https://inaturalist-open-data.s3.amazonaws.com/photos/19611361/medium.jpg,american trailplant,Asteraceae,Adenocaulon
01001_Clinopodium douglasii.jpg,images_all/01001_Clinopodium douglasii.jpg,Clinopodium douglasii,13380254,2018-06-12,https://www.inaturalist.org/observations/13380254,https://inaturalist-open-data.s3.amazonaws.com/photos/19619811/medium.jpeg,yerba buena,Lamiaceae,Clinopodium
,,Torilis arvensis,13411380,2018-06-13,https://www.inaturalist.org/observations/13411380,https://inaturalist-open-data.s3.amazonaws.com/photos/19674816/medium.jpeg,common hedge parsley,Apiaceae,Torilis
,,Acer macrophyllum,13415919,2018-06-13,https://www.inaturalist.org/observations/13415919,https://inaturalist-open-data.s3.amazonaws.com/photos/19682953/medium.jpg,bigleaf maple,Sapindaceae,Acer
,,Veronica persica,13432139,2018-06-14,https://www.inaturalist.org/observations/13432139,https://inaturalist-open-data.s3.amazonaws.com/photos/19710642/medium.jpeg,bird's-eye speedwell,Plantaginaceae,Veronica
,,Geranium robertianum,13432140,2018-06-14,https://www.inaturalist.org/observations/13432140,https://inaturalist-open-data.s3.amazonaws.com/photos/19710653/medium.jpeg,herb robert,Geraniaceae,Geranium
,,Dipsacus sativus,13433906,2018-06-14,https://www.inaturalist.org/observations/13433906,https://inaturalist-open-data.s3.amazonaws.com/photos/19713771/medium.jpeg,fuller's teasel,Caprifoliaceae,Dipsacus
,,Rhododendron occidentale,13443677,2018-06-14,https://www.inaturalist.org/observations/13443677,https://inaturalist-open-data.s3.amazonaws.com/photos/19731513/medium.jpg,western azalea,Ericaceae,Rhododendron
01002_Quercus agrifolia.jpg,images_all/01002_Quercus agrifolia.jpg,Quercus agrifolia,13468664,2018-05-29,https://www.inaturalist.org/observations/13468664,https://inaturalist-open-data.s3.amazonaws.com/photos/19774205/medium.jpg,coast live oak,Fagaceae,Quercus
,,Centaurea melitensis,13469400,2018-06-15,https://www.inaturalist.org/observations/13469400,https://inaturalist-open-data.s3.amazonaws.com/photos/19775478/medium.jpg,maltese star-thistle,Asteraceae,Centaurea
,,Rhinotropis californica,13564471,2018-06-18,https://www.inaturalist.org/observations/13564471,https://inaturalist-open-data.s3.amazonaws.com/photos/19945356/medium.jpg,california milkwort,Polygalaceae,Rhinotropis
,,Leucanthemum vulgare,13617982,2018-06-20,https://www.inaturalist.org/observations/13617982,https://inaturalist-open-data.s3.amazonaws.com/photos/20040171/medium.jpeg,oxeye daisy,Asteraceae,Leucanthemum
,,Verbascum blattaria,13644533,2018-06-21,https://www.inaturalist.org/observations/13644533,https://inaturalist-open-data.s3.amazonaws.com/photos/20086703/medium.jpeg,moth mullein,Scrophulariaceae,Verbascum
,,Dactylis glomerata,13793649,2018-06-25,https://www.inaturalist.org/observations/13793649,https://inaturalist-open-data.s3.amazonaws.com/photos/20343603/medium.jpg,orchard grass,Poaceae,Dactylis
,,Paspalum dilatatum,13793655,2018-06-25,https://www.inaturalist.org/observations/13793655,https://inaturalist-open-data.s3.amazonaws.com/photos/20343631/medium.jpg,dallis grass,Poaceae,Paspalum
,,Linum bienne,13795599,2018-06-24,https://www.inaturalist.org/observations/13795599,https://static.inaturalist.org/photos/20346779/medium.jpeg,pale flax,Linaceae,Linum
01003_Chlorogalum pomeridianum.jpg,images_all/01003_Chlorogalum pomeridianum.jpg,Chlorogalum pomeridianum,13795602,2018-06-24,https://www.inaturalist.org/observations/13795602,https://static.inaturalist.org/photos/20346790/medium.jpeg,wavy-leafed soap plant,Asparagaceae,Chlorogalum
01004_Sequoia sempervirens.jpg,images_all/01004_Sequoia sempervirens.jpg,Sequoia sempervirens,13846247,2018-06-27,https://www.inaturalist.org/observations/13846247,https://static.inaturalist.org/photos/20434680/medium.jpg,coast redwood,Cupressaceae,Sequoia
,,Salvia spathacea,14106221,2018-07-06,https://www.inaturalist.org/observations/14106221,https://static.inaturalist.org/photos/20891545/medium.jpg,hummingbird sage,Lamiaceae,Salvia
,,Phyla nodiflora,14158920,2018-06-18,https://www.inaturalist.org/observations/14158920,https://static.inaturalist.org/photos/20988140/medium.jpg,turkey tangle frogfruit,Verbenaceae,Phyla
,,Lactuca serriola,14307133,2018-07-12,https://www.inaturalist.org/observations/14307133,https://inaturalist-open-data.s3.amazonaws.com/photos/21250901/medium.jpg,prickly lettuce,Asteraceae,Lactuca
01005_Baccharis pilularis.jpg,images_all/01005_Baccharis pilularis.jpg,Baccharis pilularis,14355745,2018-07-14,https://www.inaturalist.org/observations/14355745,https://static.inaturalist.org/photos/21335291/medium.jpg,coyote brush,Asteraceae,Baccharis
01006_Scoliopus bigelovii.jpg,images_all/01006_Scoliopus bigelovii.jpg,Scoliopus bigelovii,14362690,2013-01-14,https://www.inaturalist.org/observations/14362690,https://inaturalist-open-data.s3.amazonaws.com/photos/21348099/medium.jpeg,california fetid adderstongue,Liliaceae,Scoliopus
,,Smithiastrum prenanthoides,14392671,2018-07-15,https://www.inaturalist.org/observations/14392671,https://inaturalist-open-data.s3.amazonaws.com/photos/21404092/medium.jpeg,california harebell,Campanulaceae,Smithiastrum
,,Prunella vulgaris,14392944,2018-07-15,https://www.inaturalist.org/observations/14392944,https://inaturalist-open-data.s3.amazonaws.com/photos/21404540/medium.jpeg,common selfheal,Lamiaceae,Prunella
01007_Epipactis helleborine.jpg,images_all/01007_Epipactis helleborine.jpg,Epipactis helleborine,14400042,2018-07-15,https://www.inaturalist.org/observations/14400042,https://inaturalist-open-data.s3.amazonaws.com/photos/21422317/medium.jpeg,broad-leaved helleborine,Orchidaceae,Epipactis
,,Convolvulus arvensis,14422648,2018-07-16,https://www.inaturalist.org/observations/14422648,https://inaturalist-open-data.s3.amazonaws.com/photos/21459438/medium.jpeg,field bindweed,Convolvulaceae,Convolvulus
01008_Sequoia sempervirens.jpg,images_all/01008_Sequoia sempervirens.jpg,Sequoia sempervirens,14727093,2018-07-25,https://www.inaturalist.org/observations/14727093,https://static.inaturalist.org/photos/21966374/medium.jpg,coast redwood,Cupressaceae,Sequoia
,,Verbena lasiostachys,14993419,2018-07-31,https://www.inaturalist.org/observations/14993419,https://inaturalist-open-data.s3.amazonaws.com/photos/22367028/medium.jpeg,western vervain,Verbenaceae,Verbena
,,Asarum caudatum,15024391,2018-08-01,https://www.inaturalist.org/observations/15024391,https://inaturalist-open-data.s3.amazonaws.com/photos/22421584/medium.jpeg,western wild ginger,Aristolochiaceae,Asarum
,,Cyperus eragrostis,15986160,2018-08-28,https://www.inaturalist.org/observations/15986160,https://inaturalist-open-data.s3.amazonaws.com/photos/23934418/medium.jpg,tall flatsedge,Cyperaceae,Cyperus
,,Dittrichia graveolens,16122959,2018-08-31,https://www.inaturalist.org/observations/16122959,https://inaturalist-open-data.s3.amazonaws.com/photos/24160324/medium.jpg,stinkwort,Asteraceae,Dittrichia
01009_Sequoia sempervirens.jpg,images_all/01009_Sequoia sempervirens.jpg,Sequoia sempervirens,16272331,2018-09-06,https://www.inaturalist.org/observations/16272331,https://inaturalist-open-data.s3.amazonaws.com/photos/24433108/medium.jpg,coast redwood,Cupressaceae,Sequoia
01010_Arbutus menziesii.jpg,images_all/01010_Arbutus menziesii.jpg,Arbutus menziesii,16273322,2018-09-06,https://www.inaturalist.org/observations/16273322,https://static.inaturalist.org/photos/24434862/medium.jpg,pacific madrone,Ericaceae,Arbutus
,,Aesculus californica,16725784,2018-09-20,https://www.inaturalist.org/observations/16725784,https://static.inaturalist.org/photos/25236728/medium.jpg,california buckeye,Sapindaceae,Aesculus
,,Phytolacca americana,16770759,2018-09-21,https://www.inaturalist.org/observations/16770759,https://static.inaturalist.org/photos/25311696/medium.jpg,american pokeweed,Phytolaccaceae,Phytolacca
,,Quercus agrifolia agrifolia,17018136,2016-01-21,https://www.inaturalist.org/observations/17018136,https://inaturalist-open-data.s3.amazonaws.com/photos/25738102/medium.jpg,california live oak,Fagaceae,Quercus
,,Quercus agrifolia agrifolia,17018137,2015-01-15,https://www.inaturalist.org/observations/17018137,https://inaturalist-open-data.s3.amazonaws.com/photos/25738159/medium.jpeg,california live oak,Fagaceae,Quercus
01011_Lonicera hispidula.jpg,images_all/01011_Lonicera hispidula.jpg,Lonicera hispidula,17043393,2018-09-29,https://www.inaturalist.org/observations/17043393,https://static.inaturalist.org/photos/25784177/medium.jpeg,pink honeysuckle,Caprifoliaceae,Lonicera
01012_Arctostaphylos crustacea.jpg,images_all/01012_Arctostaphylos crustacea.jpg,Arctostaphylos crustacea,17043488,2018-09-29,https://www.inaturalist.org/observations/17043488,https://static.inaturalist.org/photos/25784327/medium.jpeg,brittleleaf manzanita,Ericaceae,Arctostaphylos
,,Aesculus californica,17082155,2018-09-30,https://www.inaturalist.org/observations/17082155,https://inaturalist-open-data.s3.amazonaws.com/photos/25931160/medium.jpg,california buckeye,Sapindaceae,Aesculus
01013_Arbutus menziesii.jpg,images_all/01013_Arbutus menziesii.jpg,Arbutus menziesii,17085383,2018-09-30,https://www.inaturalist.org/observations/17085383,https://static.inaturalist.org/photos/25863184/medium.jpg,pacific madrone,Ericaceae,Arbutus
