img_name,img_path,scientific_name,iNat ID,observed_on,observation_url,image_url,common_name,taxon_family_name,taxon_genus_name
00539_Fragaria vesca.jpg,images_all/00539_Fragaria vesca.jpg,Fragaria vesca,6304635,2017-05-21,https://www.inaturalist.org/observations/6304635,https://static.inaturalist.org/photos/7936604/medium.jpg,woodland strawberry,Rosaceae,Fragaria
00540_Briza maxima.jpg,images_all/00540_Briza maxima.jpg,Briza maxima,6314031,2017-05-19,https://www.inaturalist.org/observations/6314031,https://inaturalist-open-data.s3.amazonaws.com/photos/7951269/medium.jpg,greater quaking grass,Poaceae,Briza
00541_Adenocaulon bicolor.jpg,images_all/00541_Adenocaulon bicolor.jpg,Adenocaulon bicolor,6329181,2017-05-22,https://www.inaturalist.org/observations/6329181,https://inaturalist-open-data.s3.amazonaws.com/photos/7973570/medium.jpg,american trailplant,Asteraceae,Adenocaulon
00542_Oxalis smalliana.jpg,images_all/00542_Oxalis smalliana.jpg,Oxalis smalliana,6329184,2017-05-22,https://www.inaturalist.org/observations/6329184,https://inaturalist-open-data.s3.amazonaws.com/photos/7973576/medium.jpg,redwood sorrel,Oxalidaceae,Oxalis
00543_Viola sempervirens.jpg,images_all/00543_Viola sempervirens.jpg,Viola sempervirens,6329192,2017-05-22,https://www.inaturalist.org/observations/6329192,https://inaturalist-open-data.s3.amazonaws.com/photos/7973592/medium.jpg,redwood violet,Violaceae,Viola
00544_Calochortus albus.jpg,images_all/00544_Calochortus albus.jpg,Calochortus albus,6342261,2017-05-14,https://www.inaturalist.org/observations/6342261,https://static.inaturalist.org/photos/7993547/medium.jpg,white globe lily,Liliaceae,Calochortus
00545_Corylus cornuta.jpg,images_all/00545_Corylus cornuta.jpg,Corylus cornuta,6342279,2017-05-23,https://www.inaturalist.org/observations/6342279,https://static.inaturalist.org/photos/7993588/medium.jpg,beaked hazelnut,Betulaceae,Corylus
00546_Lysimachia arvensis.jpg,images_all/00546_Lysimachia arvensis.jpg,Lysimachia arvensis,6350120,2017-05-24,https://www.inaturalist.org/observations/6350120,https://static.inaturalist.org/photos/8005828/medium.jpg,scarlet pimpernel,Primulaceae,Lysimachia
00547_Anisocarpus madioides.jpg,images_all/00547_Anisocarpus madioides.jpg,Anisocarpus madioides,6350208,2017-05-24,https://www.inaturalist.org/observations/6350208,https://static.inaturalist.org/photos/8005988/medium.jpg,woodland madia,Asteraceae,Anisocarpus
00548_Viola ocellata.jpg,images_all/00548_Viola ocellata.jpg,Viola ocellata,6350261,2017-05-24,https://www.inaturalist.org/observations/6350261,https://static.inaturalist.org/photos/8006008/medium.jpg,western heart's ease,Violaceae,Viola
00549_Stachys bullata.jpg,images_all/00549_Stachys bullata.jpg,Stachys bullata,6382239,2017-05-23,https://www.inaturalist.org/observations/6382239,https://inaturalist-open-data.s3.amazonaws.com/photos/8056648/medium.jpg,california hedge nettle,Lamiaceae,Stachys
00550_Arbutus menziesii.jpg,images_all/00550_Arbutus menziesii.jpg,Arbutus menziesii,6410986,2017-05-28,https://www.inaturalist.org/observations/6410986,https://static.inaturalist.org/photos/8089591/medium.jpg,pacific madrone,Ericaceae,Arbutus
00551_Sequoia sempervirens.jpg,images_all/00551_Sequoia sempervirens.jpg,Sequoia sempervirens,6518253,2017-06-05,https://www.inaturalist.org/observations/6518253,https://inaturalist-open-data.s3.amazonaws.com/photos/8255664/medium.jpg,coast redwood,Cupressaceae,Sequoia
00552_Sequoia sempervirens.jpg,images_all/00552_Sequoia sempervirens.jpg,Sequoia sempervirens,6518268,2017-06-05,https://www.inaturalist.org/observations/6518268,https://inaturalist-open-data.s3.amazonaws.com/photos/8255685/medium.jpg,coast redwood,Cupressaceae,Sequoia
00553_Viola sempervirens.jpg,images_all/00553_Viola sempervirens.jpg,Viola sempervirens,6541842,2017-06-07,https://www.inaturalist.org/observations/6541842,https://inaturalist-open-data.s3.amazonaws.com/photos/8291186/medium.jpg,redwood violet,Violaceae,Viola
00554_Eschscholzia californica.jpg,images_all/00554_Eschscholzia californica.jpg,Eschscholzia californica,6566945,2017-06-09,https://www.inaturalist.org/observations/6566945,https://static.inaturalist.org/photos/8329991/medium.jpg,california poppy,Papaveraceae,Eschscholzia
00555_Polystichum munitum.jpg,images_all/00555_Polystichum munitum.jpg,Polystichum munitum,7930258,2017-09-15,https://www.inaturalist.org/observations/7930258,https://static.inaturalist.org/photos/10469180/medium.jpg,western sword fern,Dryopteridaceae,Polystichum
00556_Notholithocarpus densiflorus.jpg,images_all/00556_Notholithocarpus densiflorus.jpg,Notholithocarpus densiflorus,8054423,2017-09-23,https://www.inaturalist.org/observations/8054423,https://static.inaturalist.org/photos/10670943/medium.jpg,tanoak,Fagaceae,Notholithocarpus
00557_Sequoia sempervirens.jpg,images_all/00557_Sequoia sempervirens.jpg,Sequoia sempervirens,8243731,2017-09-29,https://www.inaturalist.org/observations/8243731,https://static.inaturalist.org/photos/11062268/medium.jpg,coast redwood,Cupressaceae,Sequoia
00558_Conium maculatum.jpg,images_all/00558_Conium maculatum.jpg,Conium maculatum,8273851,2017-10-05,https://www.inaturalist.org/observations/8273851,https://static.inaturalist.org/photos/10975202/medium.jpg,poison hemlock,Apiaceae,Conium
00559_Trifolium angustifolium.jpg,images_all/00559_Trifolium angustifolium.jpg,Trifolium angustifolium,8273878,2017-10-05,https://www.inaturalist.org/observations/8273878,https://static.inaturalist.org/photos/10975251/medium.jpg,narrow-leaved clover,Fabaceae,Trifolium
00560_Conium maculatum.jpg,images_all/00560_Conium maculatum.jpg,Conium maculatum,8273881,2017-10-05,https://www.inaturalist.org/observations/8273881,https://static.inaturalist.org/photos/10975316/medium.jpg,poison hemlock,Apiaceae,Conium
00561_Conium maculatum.jpg,images_all/00561_Conium maculatum.jpg,Conium maculatum,8273883,2017-10-05,https://www.inaturalist.org/observations/8273883,https://static.inaturalist.org/photos/10975291/medium.jpeg,poison hemlock,Apiaceae,Conium
00562_Conium maculatum.jpg,images_all/00562_Conium maculatum.jpg,Conium maculatum,8273905,2017-10-05,https://www.inaturalist.org/observations/8273905,https://static.inaturalist.org/photos/10975277/medium.jpeg,poison hemlock,Apiaceae,Conium
00563_Sequoia sempervirens.jpg,images_all/00563_Sequoia sempervirens.jpg,Sequoia sempervirens,8273909,2017-10-05,https://www.inaturalist.org/observations/8273909,https://static.inaturalist.org/photos/10975281/medium.jpg,coast redwood,Cupressaceae,Sequoia
00564_Sequoia sempervirens.jpg,images_all/00564_Sequoia sempervirens.jpg,Sequoia sempervirens,8273910,2017-10-05,https://www.inaturalist.org/observations/8273910,https://static.inaturalist.org/photos/10975386/medium.jpg,coast redwood,Cupressaceae,Sequoia
00565_Umbellularia californica.jpg,images_all/00565_Umbellularia californica.jpg,Umbellularia californica,8273911,2017-10-05,https://www.inaturalist.org/observations/8273911,https://static.inaturalist.org/photos/10975278/medium.jpg,california bay,Lauraceae,Umbellularia
00566_Dryopteris arguta.jpg,images_all/00566_Dryopteris arguta.jpg,Dryopteris arguta,8273913,2017-10-05,https://www.inaturalist.org/observations/8273913,https://static.inaturalist.org/photos/10975415/medium.jpg,coastal woodfern,Dryopteridaceae,Dryopteris
00567_Sequoia sempervirens.jpg,images_all/00567_Sequoia sempervirens.jpg,Sequoia sempervirens,8273916,2017-10-05,https://www.inaturalist.org/observations/8273916,https://static.inaturalist.org/photos/10975301/medium.jpeg,coast redwood,Cupressaceae,Sequoia
00568_Dryopteris arguta.jpg,images_all/00568_Dryopteris arguta.jpg,Dryopteris arguta,8273922,2017-10-05,https://www.inaturalist.org/observations/8273922,https://static.inaturalist.org/photos/10975303/medium.jpg,coastal woodfern,Dryopteridaceae,Dryopteris
00569_Sequoia sempervirens.jpg,images_all/00569_Sequoia sempervirens.jpg,Sequoia sempervirens,8273927,2017-10-05,https://www.inaturalist.org/observations/8273927,https://static.inaturalist.org/photos/10975394/medium.jpeg,coast redwood,Cupressaceae,Sequoia
00570_Polystichum munitum.jpg,images_all/00570_Polystichum munitum.jpg,Polystichum munitum,8273928,2017-10-05,https://www.inaturalist.org/observations/8273928,https://static.inaturalist.org/photos/10975413/medium.jpg,western sword fern,Dryopteridaceae,Polystichum
00571_Sequoia sempervirens.jpg,images_all/00571_Sequoia sempervirens.jpg,Sequoia sempervirens,8273932,2017-10-05,https://www.inaturalist.org/observations/8273932,https://static.inaturalist.org/photos/10975318/medium.jpeg,coast redwood,Cupressaceae,Sequoia
00572_Pteridium aquilinum.jpg,images_all/00572_Pteridium aquilinum.jpg,Pteridium aquilinum,8273935,2017-10-05,https://www.inaturalist.org/observations/8273935,https://inaturalist-open-data.s3.amazonaws.com/photos/10975404/medium.jpeg,common bracken,Dennstaedtiaceae,Pteridium
00573_Sequoia sempervirens.jpg,images_all/00573_Sequoia sempervirens.jpg,Sequoia sempervirens,8273939,2017-10-05,https://www.inaturalist.org/observations/8273939,https://static.inaturalist.org/photos/10975336/medium.jpg,coast redwood,Cupressaceae,Sequoia
00574_Sequoia sempervirens.jpg,images_all/00574_Sequoia sempervirens.jpg,Sequoia sempervirens,8273940,2017-10-05,https://www.inaturalist.org/observations/8273940,https://static.inaturalist.org/photos/10975456/medium.jpg,coast redwood,Cupressaceae,Sequoia
00575_Dryopteris arguta.jpg,images_all/00575_Dryopteris arguta.jpg,Dryopteris arguta,8273943,2017-10-05,https://www.inaturalist.org/observations/8273943,https://static.inaturalist.org/photos/10975327/medium.jpeg,coastal woodfern,Dryopteridaceae,Dryopteris
00576_Sequoia sempervirens.jpg,images_all/00576_Sequoia sempervirens.jpg,Sequoia sempervirens,8273946,2017-10-05,https://www.inaturalist.org/observations/8273946,https://static.inaturalist.org/photos/10975329/medium.jpg,coast redwood,Cupressaceae,Sequoia
00577_Umbellularia californica.jpg,images_all/00577_Umbellularia californica.jpg,Umbellularia californica,8273963,2017-10-05,https://www.inaturalist.org/observations/8273963,https://static.inaturalist.org/photos/10975409/medium.jpeg,california bay,Lauraceae,Umbellularia
00578_Conium maculatum.jpg,images_all/00578_Conium maculatum.jpg,Conium maculatum,8273973,2017-10-05,https://www.inaturalist.org/observations/8273973,https://inaturalist-open-data.s3.amazonaws.com/photos/10975408/medium.jpeg,poison hemlock,Apiaceae,Conium
00579_Dryopteris arguta.jpg,images_all/00579_Dryopteris arguta.jpg,Dryopteris arguta,8273978,2017-10-05,https://www.inaturalist.org/observations/8273978,https://static.inaturalist.org/photos/10975414/medium.jpg,coastal woodfern,Dryopteridaceae,Dryopteris
00580_Sequoia sempervirens.jpg,images_all/00580_Sequoia sempervirens.jpg,Sequoia sempervirens,8273980,2017-10-05,https://www.inaturalist.org/observations/8273980,https://static.inaturalist.org/photos/10975416/medium.jpg,coast redwood,Cupressaceae,Sequoia
00581_Umbellularia californica.jpg,images_all/00581_Umbellularia californica.jpg,Umbellularia californica,8273982,2017-10-05,https://www.inaturalist.org/observations/8273982,https://static.inaturalist.org/photos/10975423/medium.jpg,california bay,Lauraceae,Umbellularia
00582_Umbellularia californica.jpg,images_all/00582_Umbellularia californica.jpg,Umbellularia californica,8273984,2017-10-05,https://www.inaturalist.org/observations/8273984,https://inaturalist-open-data.s3.amazonaws.com/photos/10975421/medium.jpeg,california bay,Lauraceae,Umbellularia
00583_Umbellularia californica.jpg,images_all/00583_Umbellularia californica.jpg,Umbellularia californica,8274057,2017-10-05,https://www.inaturalist.org/observations/8274057,https://inaturalist-open-data.s3.amazonaws.com/photos/10975585/medium.jpg,california bay,Lauraceae,Umbellularia
00584_Dryopteris arguta.jpg,images_all/00584_Dryopteris arguta.jpg,Dryopteris arguta,8274099,2017-10-05,https://www.inaturalist.org/observations/8274099,https://static.inaturalist.org/photos/10975651/medium.jpg,coastal woodfern,Dryopteridaceae,Dryopteris
00585_Quercus agrifolia.jpg,images_all/00585_Quercus agrifolia.jpg,Quercus agrifolia,8274100,2017-10-05,https://www.inaturalist.org/observations/8274100,https://static.inaturalist.org/photos/10975654/medium.jpg,coast live oak,Fagaceae,Quercus
00586_Sequoia sempervirens.jpg,images_all/00586_Sequoia sempervirens.jpg,Sequoia sempervirens,8274101,2017-10-05,https://www.inaturalist.org/observations/8274101,https://static.inaturalist.org/photos/10975658/medium.jpg,coast redwood,Cupressaceae,Sequoia
00587_Conium maculatum.jpg,images_all/00587_Conium maculatum.jpg,Conium maculatum,8274114,2017-10-05,https://www.inaturalist.org/observations/8274114,https://static.inaturalist.org/photos/10975662/medium.jpg,poison hemlock,Apiaceae,Conium
00588_Briza maxima.jpg,images_all/00588_Briza maxima.jpg,Briza maxima,8274116,2017-10-05,https://www.inaturalist.org/observations/8274116,https://inaturalist-open-data.s3.amazonaws.com/photos/10975667/medium.jpeg,greater quaking grass,Poaceae,Briza
00589_Sequoia sempervirens.jpg,images_all/00589_Sequoia sempervirens.jpg,Sequoia sempervirens,8274122,2017-10-05,https://www.inaturalist.org/observations/8274122,https://static.inaturalist.org/photos/10975670/medium.jpg,coast redwood,Cupressaceae,Sequoia
00590_Umbellularia californica.jpg,images_all/00590_Umbellularia californica.jpg,Umbellularia californica,8274146,2017-10-05,https://www.inaturalist.org/observations/8274146,https://static.inaturalist.org/photos/10975703/medium.jpg,california bay,Lauraceae,Umbellularia
00591_Umbellularia californica.jpg,images_all/00591_Umbellularia californica.jpg,Umbellularia californica,8274153,2017-10-05,https://www.inaturalist.org/observations/8274153,https://static.inaturalist.org/photos/10975717/medium.jpg,california bay,Lauraceae,Umbellularia
00592_Sequoia sempervirens.jpg,images_all/00592_Sequoia sempervirens.jpg,Sequoia sempervirens,8274154,2017-10-05,https://www.inaturalist.org/observations/8274154,https://static.inaturalist.org/photos/10975719/medium.jpg,coast redwood,Cupressaceae,Sequoia
00593_Sequoia sempervirens.jpg,images_all/00593_Sequoia sempervirens.jpg,Sequoia sempervirens,8274155,2017-10-05,https://www.inaturalist.org/observations/8274155,https://static.inaturalist.org/photos/10975721/medium.jpg,coast redwood,Cupressaceae,Sequoia
00594_Dryopteris arguta.jpg,images_all/00594_Dryopteris arguta.jpg,Dryopteris arguta,8274160,2017-10-05,https://www.inaturalist.org/observations/8274160,https://static.inaturalist.org/photos/10975727/medium.jpg,coastal woodfern,Dryopteridaceae,Dryopteris
00595_Polystichum munitum.jpg,images_all/00595_Polystichum munitum.jpg,Polystichum munitum,8285874,2017-10-06,https://www.inaturalist.org/observations/8285874,https://static.inaturalist.org/photos/10991868/medium.jpg,western sword fern,Dryopteridaceae,Polystichum
00596_Quercus agrifolia.jpg,images_all/00596_Quercus agrifolia.jpg,Quercus agrifolia,8286256,2017-10-06,https://www.inaturalist.org/observations/8286256,https://static.inaturalist.org/photos/10992537/medium.jpg,coast live oak,Fagaceae,Quercus
00597_Lonicera hispidula.jpg,images_all/00597_Lonicera hispidula.jpg,Lonicera hispidula,8377659,2017-10-12,https://www.inaturalist.org/observations/8377659,https://static.inaturalist.org/photos/11140713/medium.jpg,pink honeysuckle,Caprifoliaceae,Lonicera
00598_Sequoia sempervirens.jpg,images_all/00598_Sequoia sempervirens.jpg,Sequoia sempervirens,8416775,2017-10-15,https://www.inaturalist.org/observations/8416775,https://static.inaturalist.org/photos/11204004/medium.jpeg,coast redwood,Cupressaceae,Sequoia
00599_Polystichum munitum.jpg,images_all/00599_Polystichum munitum.jpg,Polystichum munitum,8416815,2017-10-15,https://www.inaturalist.org/observations/8416815,https://static.inaturalist.org/photos/11204095/medium.jpeg,western sword fern,Dryopteridaceae,Polystichum
00600_Raphanus raphanistrum sativus.jpg,images_all/00600_Raphanus raphanistrum sativus.jpg,Raphanus raphanistrum sativus,8445368,2017-10-17,https://www.inaturalist.org/observations/8445368,https://inaturalist-open-data.s3.amazonaws.com/photos/11251292/medium.jpeg,garden radish,Brassicaceae,Raphanus
00601_Baccharis pilularis.jpg,images_all/00601_Baccharis pilularis.jpg,Baccharis pilularis,8445401,2017-10-17,https://www.inaturalist.org/observations/8445401,https://inaturalist-open-data.s3.amazonaws.com/photos/11251400/medium.jpeg,coyote brush,Asteraceae,Baccharis
00602_Lonicera hispidula.jpg,images_all/00602_Lonicera hispidula.jpg,Lonicera hispidula,8472037,2017-10-19,https://www.inaturalist.org/observations/8472037,https://static.inaturalist.org/photos/11295455/medium.jpg,pink honeysuckle,Caprifoliaceae,Lonicera
00603_Oxalis smalliana.jpg,images_all/00603_Oxalis smalliana.jpg,Oxalis smalliana,8516445,2017-10-13,https://www.inaturalist.org/observations/8516445,https://static.inaturalist.org/photos/11368001/medium.jpg,redwood sorrel,Oxalidaceae,Oxalis
00604_Quercus agrifolia.jpg,images_all/00604_Quercus agrifolia.jpg,Quercus agrifolia,8802438,2017-11-09,https://www.inaturalist.org/observations/8802438,https://static.inaturalist.org/photos/11820475/medium.jpg,coast live oak,Fagaceae,Quercus
00605_Eschscholzia californica.jpg,images_all/00605_Eschscholzia californica.jpg,Eschscholzia californica,8802439,2017-11-09,https://www.inaturalist.org/observations/8802439,https://static.inaturalist.org/photos/11820478/medium.jpg,california poppy,Papaveraceae,Eschscholzia
00606_Calendula arvensis.jpg,images_all/00606_Calendula arvensis.jpg,Calendula arvensis,8805680,2017-11-14,https://www.inaturalist.org/observations/8805680,https://inaturalist-open-data.s3.amazonaws.com/photos/11825858/medium.jpg,field marigold,Asteraceae,Calendula
00607_Quercus agrifolia.jpg,images_all/00607_Quercus agrifolia.jpg,Quercus agrifolia,8817687,2017-11-15,https://www.inaturalist.org/observations/8817687,https://inaturalist-open-data.s3.amazonaws.com/photos/11844619/medium.jpg,coast live oak,Fagaceae,Quercus
00608_Umbellularia californica.jpg,images_all/00608_Umbellularia californica.jpg,Umbellularia californica,8877949,2017-11-20,https://www.inaturalist.org/observations/8877949,https://static.inaturalist.org/photos/11938766/medium.jpg,california bay,Lauraceae,Umbellularia
00609_Oxalis smalliana.jpg,images_all/00609_Oxalis smalliana.jpg,Oxalis smalliana,8877983,2017-11-20,https://www.inaturalist.org/observations/8877983,https://static.inaturalist.org/photos/11938796/medium.jpg,redwood sorrel,Oxalidaceae,Oxalis
00610_Corylus cornuta.jpg,images_all/00610_Corylus cornuta.jpg,Corylus cornuta,8878025,2017-11-20,https://www.inaturalist.org/observations/8878025,https://static.inaturalist.org/photos/11938875/medium.jpg,beaked hazelnut,Betulaceae,Corylus
00611_Pteridium aquilinum.jpg,images_all/00611_Pteridium aquilinum.jpg,Pteridium aquilinum,8878090,2017-11-20,https://www.inaturalist.org/observations/8878090,https://static.inaturalist.org/photos/11938968/medium.jpg,common bracken,Dennstaedtiaceae,Pteridium
00612_Notholithocarpus densiflorus.jpg,images_all/00612_Notholithocarpus densiflorus.jpg,Notholithocarpus densiflorus,8878107,2017-11-20,https://www.inaturalist.org/observations/8878107,https://static.inaturalist.org/photos/11939003/medium.jpg,tanoak,Fagaceae,Notholithocarpus
00613_Umbellularia californica.jpg,images_all/00613_Umbellularia californica.jpg,Umbellularia californica,9361373,2018-01-02,https://www.inaturalist.org/observations/9361373,https://inaturalist-open-data.s3.amazonaws.com/photos/12708935/medium.jpg,california bay,Lauraceae,Umbellularia
00614_Notholithocarpus densiflorus.jpg,images_all/00614_Notholithocarpus densiflorus.jpg,Notholithocarpus densiflorus,9370458,2018-01-04,https://www.inaturalist.org/observations/9370458,https://inaturalist-open-data.s3.amazonaws.com/photos/12723790/medium.jpeg,tanoak,Fagaceae,Notholithocarpus
00615_Sequoia sempervirens.jpg,images_all/00615_Sequoia sempervirens.jpg,Sequoia sempervirens,9370459,2018-01-04,https://www.inaturalist.org/observations/9370459,https://inaturalist-open-data.s3.amazonaws.com/photos/12723793/medium.jpeg,coast redwood,Cupressaceae,Sequoia
00616_Corylus cornuta.jpg,images_all/00616_Corylus cornuta.jpg,Corylus cornuta,9370460,2018-01-04,https://www.inaturalist.org/observations/9370460,https://inaturalist-open-data.s3.amazonaws.com/photos/12723798/medium.jpeg,beaked hazelnut,Betulaceae,Corylus
00617_Pseudotsuga menziesii.jpg,images_all/00617_Pseudotsuga menziesii.jpg,Pseudotsuga menziesii,9370464,2018-01-04,https://www.inaturalist.org/observations/9370464,https://inaturalist-open-data.s3.amazonaws.com/photos/12723805/medium.jpeg,douglas-fir,Pinaceae,Pseudotsuga
00618_Arbutus menziesii.jpg,images_all/00618_Arbutus menziesii.jpg,Arbutus menziesii,9370465,2018-01-04,https://www.inaturalist.org/observations/9370465,https://inaturalist-open-data.s3.amazonaws.com/photos/12723807/medium.jpeg,pacific madrone,Ericaceae,Arbutus
00619_Baccharis pilularis.jpg,images_all/00619_Baccharis pilularis.jpg,Baccharis pilularis,9370467,2018-01-04,https://www.inaturalist.org/observations/9370467,https://inaturalist-open-data.s3.amazonaws.com/photos/12723815/medium.jpeg,coyote brush,Asteraceae,Baccharis
00620_Clinopodium douglasii.jpg,images_all/00620_Clinopodium douglasii.jpg,Clinopodium douglasii,9370470,2018-01-04,https://www.inaturalist.org/observations/9370470,https://inaturalist-open-data.s3.amazonaws.com/photos/12723825/medium.jpeg,yerba buena,Lamiaceae,Clinopodium
00621_Lonicera hispidula.jpg,images_all/00621_Lonicera hispidula.jpg,Lonicera hispidula,9370471,2018-01-04,https://www.inaturalist.org/observations/9370471,https://inaturalist-open-data.s3.amazonaws.com/photos/12723829/medium.jpeg,pink honeysuckle,Caprifoliaceae,Lonicera
00622_Lonicera hispidula.jpg,images_all/00622_Lonicera hispidula.jpg,Lonicera hispidula,9431667,2018-01-10,https://www.inaturalist.org/observations/9431667,https://inaturalist-open-data.s3.amazonaws.com/photos/12820100/medium.jpeg,pink honeysuckle,Caprifoliaceae,Lonicera
00623_Arbutus menziesii.jpg,images_all/00623_Arbutus menziesii.jpg,Arbutus menziesii,9510409,2018-01-17,https://www.inaturalist.org/observations/9510409,https://static.inaturalist.org/photos/12961773/medium.jpeg,pacific madrone,Ericaceae,Arbutus
00624_Fragaria vesca.jpg,images_all/00624_Fragaria vesca.jpg,Fragaria vesca,9511024,2018-01-17,https://www.inaturalist.org/observations/9511024,https://inaturalist-open-data.s3.amazonaws.com/photos/12963084/medium.jpeg,woodland strawberry,Rosaceae,Fragaria
00625_Polystichum munitum.jpg,images_all/00625_Polystichum munitum.jpg,Polystichum munitum,9522693,2017-05-04,https://www.inaturalist.org/observations/9522693,https://inaturalist-open-data.s3.amazonaws.com/photos/12983240/medium.jpeg,western sword fern,Dryopteridaceae,Polystichum
00626_Arctostaphylos crustacea.jpg,images_all/00626_Arctostaphylos crustacea.jpg,Arctostaphylos crustacea,9591548,2018-01-23,https://www.inaturalist.org/observations/9591548,https://static.inaturalist.org/photos/13083691/medium.jpg,brittleleaf manzanita,Ericaceae,Arctostaphylos
00627_Arctostaphylos crustacea.jpg,images_all/00627_Arctostaphylos crustacea.jpg,Arctostaphylos crustacea,9596967,2018-01-23,https://www.inaturalist.org/observations/9596967,https://static.inaturalist.org/photos/13093929/medium.jpg,brittleleaf manzanita,Ericaceae,Arctostaphylos
00628_Eschscholzia californica.jpg,images_all/00628_Eschscholzia californica.jpg,Eschscholzia californica,9607154,2018-01-24,https://www.inaturalist.org/observations/9607154,https://inaturalist-open-data.s3.amazonaws.com/photos/13107707/medium.jpg,california poppy,Papaveraceae,Eschscholzia
00629_Arctostaphylos crustacea crustacea.jpg,images_all/00629_Arctostaphylos crustacea crustacea.jpg,Arctostaphylos crustacea crustacea,9608857,2018-01-23,https://www.inaturalist.org/observations/9608857,https://static.inaturalist.org/photos/13250781/medium.jpg,brittleleaf manzanita,Ericaceae,Arctostaphylos
00630_Oxalis smalliana.jpg,images_all/00630_Oxalis smalliana.jpg,Oxalis smalliana,9612768,2018-01-25,https://www.inaturalist.org/observations/9612768,https://inaturalist-open-data.s3.amazonaws.com/photos/13117953/medium.jpeg,redwood sorrel,Oxalidaceae,Oxalis
00631_Oxalis smalliana.jpg,images_all/00631_Oxalis smalliana.jpg,Oxalis smalliana,9652862,2018-01-23,https://www.inaturalist.org/observations/9652862,https://inaturalist-open-data.s3.amazonaws.com/photos/13186650/medium.jpg,redwood sorrel,Oxalidaceae,Oxalis
00632_Oxalis smalliana.jpg,images_all/00632_Oxalis smalliana.jpg,Oxalis smalliana,9658327,2018-01-23,https://www.inaturalist.org/observations/9658327,https://static.inaturalist.org/photos/13322783/medium.jpg,redwood sorrel,Oxalidaceae,Oxalis
00633_Arctostaphylos crustacea.jpg,images_all/00633_Arctostaphylos crustacea.jpg,Arctostaphylos crustacea,9687244,2018-01-23,https://www.inaturalist.org/observations/9687244,https://static.inaturalist.org/photos/13244961/medium.jpg,brittleleaf manzanita,Ericaceae,Arctostaphylos
00634_Claytonia perfoliata.jpg,images_all/00634_Claytonia perfoliata.jpg,Claytonia perfoliata,9695730,2018-02-01,https://www.inaturalist.org/observations/9695730,https://static.inaturalist.org/photos/13259177/medium.jpg,miner's lettuce,Montiaceae,Claytonia
00635_Bellis perennis.jpg,images_all/00635_Bellis perennis.jpg,Bellis perennis,9696632,2018-02-01,https://www.inaturalist.org/observations/9696632,https://static.inaturalist.org/photos/13276351/medium.jpg,lawn daisy,Asteraceae,Bellis
00636_Oxalis smalliana.jpg,images_all/00636_Oxalis smalliana.jpg,Oxalis smalliana,9704910,2018-02-02,https://www.inaturalist.org/observations/9704910,https://static.inaturalist.org/photos/13273702/medium.jpg,redwood sorrel,Oxalidaceae,Oxalis
00637_Bellis perennis.jpg,images_all/00637_Bellis perennis.jpg,Bellis perennis,9705045,2018-02-02,https://www.inaturalist.org/observations/9705045,https://inaturalist-open-data.s3.amazonaws.com/photos/13273959/medium.jpeg,lawn daisy,Asteraceae,Bellis
00638_Fragaria vesca.jpg,images_all/00638_Fragaria vesca.jpg,Fragaria vesca,9708352,2018-02-01,https://www.inaturalist.org/observations/9708352,https://static.inaturalist.org/photos/13276352/medium.jpg,woodland strawberry,Rosaceae,Fragaria
00639_Oxalis pes-caprae.jpg,images_all/00639_Oxalis pes-caprae.jpg,Oxalis pes-caprae,9708371,2018-02-01,https://www.inaturalist.org/observations/9708371,https://static.inaturalist.org/photos/13276358/medium.jpg,bermuda buttercup,Oxalidaceae,Oxalis
00640_Vaccinium ovatum.jpg,images_all/00640_Vaccinium ovatum.jpg,Vaccinium ovatum,9709634,2018-02-02,https://www.inaturalist.org/observations/9709634,https://static.inaturalist.org/photos/13277859/medium.jpg,evergreen huckleberry,Ericaceae,Vaccinium
00641_Oxalis smalliana.jpg,images_all/00641_Oxalis smalliana.jpg,Oxalis smalliana,9723023,2018-01-23,https://www.inaturalist.org/observations/9723023,https://inaturalist-open-data.s3.amazonaws.com/photos/13300508/medium.jpeg,redwood sorrel,Oxalidaceae,Oxalis
00642_Bellis perennis.jpg,images_all/00642_Bellis perennis.jpg,Bellis perennis,9723107,2018-01-23,https://www.inaturalist.org/observations/9723107,https://static.inaturalist.org/photos/13300673/medium.jpeg,lawn daisy,Asteraceae,Bellis
00643_Taraxia ovata.jpg,images_all/00643_Taraxia ovata.jpg,Taraxia ovata,9726570,2018-02-03,https://www.inaturalist.org/observations/9726570,https://inaturalist-open-data.s3.amazonaws.com/photos/13306575/medium.jpg,sun cup,Onagraceae,Taraxia
00644_Arctostaphylos crustacea.jpg,images_all/00644_Arctostaphylos crustacea.jpg,Arctostaphylos crustacea,9726949,2018-01-23,https://www.inaturalist.org/observations/9726949,https://inaturalist-open-data.s3.amazonaws.com/photos/13307240/medium.jpeg,brittleleaf manzanita,Ericaceae,Arctostaphylos
00645_Umbellularia californica.jpg,images_all/00645_Umbellularia californica.jpg,Umbellularia californica,9735780,2018-01-30,https://www.inaturalist.org/observations/9735780,https://inaturalist-open-data.s3.amazonaws.com/photos/13323338/medium.jpeg,california bay,Lauraceae,Umbellularia
